TIMESTAMP,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_DIF,PPFD_DIF_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_6,TS_F_MDS_7,TS_F_MDS_8,TS_F_MDS_9,TS_F_MDS_10,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,TS_F_MDS_6_QC,TS_F_MDS_7_QC,TS_F_MDS_8_QC,TS_F_MDS_9_QC,TS_F_MDS_10_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_4,SWC_F_MDS_5,SWC_F_MDS_6,SWC_F_MDS_7,SWC_F_MDS_8,SWC_F_MDS_9,SWC_F_MDS_10,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,SWC_F_MDS_4_QC,SWC_F_MDS_5_QC,SWC_F_MDS_6_QC,SWC_F_MDS_7_QC,SWC_F_MDS_8_QC,SWC_F_MDS_9_QC,SWC_F_MDS_10_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_CUT_REF,NEE_VUT_REF,NEE_CUT_REF_QC,NEE_VUT_REF_QC,NEE_CUT_REF_RANDUNC,NEE_VUT_REF_RANDUNC,NEE_CUT_REF_JOINTUNC,NEE_VUT_REF_JOINTUNC,NEE_CUT_USTAR50,NEE_VUT_USTAR50,NEE_CUT_USTAR50_QC,NEE_VUT_USTAR50_QC,NEE_CUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_RANDUNC,NEE_CUT_USTAR50_JOINTUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_CUT_MEAN,NEE_VUT_MEAN,NEE_CUT_MEAN_QC,NEE_VUT_MEAN_QC,NEE_CUT_SE,NEE_VUT_SE,NEE_CUT_05,NEE_CUT_16,NEE_CUT_25,NEE_CUT_50,NEE_CUT_75,NEE_CUT_84,NEE_CUT_95,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_CUT_05_QC,NEE_CUT_16_QC,NEE_CUT_25_QC,NEE_CUT_50_QC,NEE_CUT_75_QC,NEE_CUT_84_QC,NEE_CUT_95_QC,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_CUT_REF_NIGHT,NEE_VUT_REF_NIGHT,NEE_CUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_SD,NEE_CUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_QC,NEE_CUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_CUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_CUT_REF_DAY,NEE_VUT_REF_DAY,NEE_CUT_REF_DAY_SD,NEE_VUT_REF_DAY_SD,NEE_CUT_REF_DAY_QC,NEE_VUT_REF_DAY_QC,NEE_CUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_RANDUNC,NEE_CUT_REF_DAY_JOINTUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_CUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT,NEE_CUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_SD,NEE_CUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_QC,NEE_CUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_CUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_CUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY,NEE_CUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_SD,NEE_CUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_QC,NEE_CUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_CUT_USTAR50_DAY_JOINTUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_CUT_05_NIGHT,NEE_CUT_16_NIGHT,NEE_CUT_25_NIGHT,NEE_CUT_50_NIGHT,NEE_CUT_75_NIGHT,NEE_CUT_84_NIGHT,NEE_CUT_95_NIGHT,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_CUT_05_NIGHT_QC,NEE_CUT_16_NIGHT_QC,NEE_CUT_25_NIGHT_QC,NEE_CUT_50_NIGHT_QC,NEE_CUT_75_NIGHT_QC,NEE_CUT_84_NIGHT_QC,NEE_CUT_95_NIGHT_QC,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_CUT_05_DAY,NEE_CUT_16_DAY,NEE_CUT_25_DAY,NEE_CUT_50_DAY,NEE_CUT_75_DAY,NEE_CUT_84_DAY,NEE_CUT_95_DAY,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_CUT_05_DAY_QC,NEE_CUT_16_DAY_QC,NEE_CUT_25_DAY_QC,NEE_CUT_50_DAY_QC,NEE_CUT_75_DAY_QC,NEE_CUT_84_DAY_QC,NEE_CUT_95_DAY_QC,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,RECO_NT_CUT_REF,RECO_NT_CUT_USTAR50,RECO_NT_CUT_MEAN,RECO_NT_CUT_SE,RECO_NT_CUT_05,RECO_NT_CUT_16,RECO_NT_CUT_25,RECO_NT_CUT_50,RECO_NT_CUT_75,RECO_NT_CUT_84,RECO_NT_CUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,GPP_NT_CUT_REF,GPP_NT_CUT_USTAR50,GPP_NT_CUT_MEAN,GPP_NT_CUT_SE,GPP_NT_CUT_05,GPP_NT_CUT_16,GPP_NT_CUT_25,GPP_NT_CUT_50,GPP_NT_CUT_75,GPP_NT_CUT_84,GPP_NT_CUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,RECO_DT_CUT_REF,RECO_DT_CUT_USTAR50,RECO_DT_CUT_MEAN,RECO_DT_CUT_SE,RECO_DT_CUT_05,RECO_DT_CUT_16,RECO_DT_CUT_25,RECO_DT_CUT_50,RECO_DT_CUT_75,RECO_DT_CUT_84,RECO_DT_CUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,GPP_DT_CUT_REF,GPP_DT_CUT_USTAR50,GPP_DT_CUT_MEAN,GPP_DT_CUT_SE,GPP_DT_CUT_05,GPP_DT_CUT_16,GPP_DT_CUT_25,GPP_DT_CUT_50,GPP_DT_CUT_75,GPP_DT_CUT_84,GPP_DT_CUT_95,RECO_SR,RECO_SR_N
2007,7.748,0.989897,6.507,1.942,1.0,8.688,2.164,0.980851,7.758,6.135,2.173,8.974,2.378,7.729,0.989897,6.507,1.942,1.0,8.656,2.156,0.980851,155.739,0.989384,160.616,155.314,0.989384,297.912,0.989897,303.944,297.986,0.989897,306.127,0.988756,306.134,306.031,0.988756,4.642,0.989897,4.548,4.614,0.989897,98.636,98.719,0.977683,515.509,477.839,0.982135,3.539,3.84,0.954167,0.5042040052731148,0.9468607305936072,75.47900640714597,0.9716324200913243,317.8586802535815,0.9716324200913243,142.8805834921767,0.9716324200913243,25.68480183853309,0.9716324200913243,352.46757845527196,0.9716324200913243,385.959,0.999715,9.19,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,11.829,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.799715,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,35.7478,-9999,-9999,0.206055,27.691,-9999,-9999,0.224775,-9999,-9999,22.8575,24.9918,-277.069,-276.31,0.971975,0.961929,5.69841,5.60152,12.0518,14.3812,-265.077,-276.474,0.975342,0.972032,5.72581,5.7035,12.0648,14.4212,-271.053,-273.594,0.968104,0.960291,1.6913,2.12155,-299.799,-282.576,-276.265,-266.709,-264.517,-261.337,-257.722,-300.414,-289.629,-280.427,-272.859,-264.849,-263.138,-258.411,0.929566,0.949144,0.971005,0.974829,0.980993,0.98242,0.984189,0.913299,0.938527,0.953596,0.962386,0.975457,0.981621,0.984475,2.95217,2.99555,0.670324,0.647809,0.980227,0.970853,0.0127499,0.0123714,0.0242881,0.0254725,-3.09567,-3.122,3.88929,3.85903,0.964382,0.953389,0.0263689,0.026039,0.0654345,0.0654119,2.98289,2.95181,0.676918,0.669823,0.983275,0.980227,0.0127769,0.0127269,0.0243023,0.0256471,-3.06145,-3.09254,3.91089,3.89033,0.96829,0.964476,0.0264788,0.0264065,0.0654788,0.065559,2.92966,2.94249,2.94585,2.96041,2.97959,2.98383,2.9961,2.93416,2.94196,2.94846,2.96273,2.98096,2.9865,2.99716,0.93722,0.984898,0.986439,0.978938,0.95238,0.955924,0.970853,0.929928,0.918652,0.986295,0.945057,0.95238,0.956662,0.96836,-3.17612,-3.13813,-3.11285,-3.06834,-3.04056,-3.01836,-3.00142,-3.19207,-3.15393,-3.12778,-3.09845,-3.04204,-3.03392,-3.01463,0.920956,0.94155,0.957,0.96738,0.972805,0.978534,0.981288,0.906842,0.931117,0.944267,0.856103,0.97507,0.976381,0.979219,1214.54,1212.91,1203.63,2.59892,1171.05,1185.37,1193.19,1205.13,1214.54,1219.05,1223.01,1200.83,1214.05,1202.25,2.32137,1170.55,1189.58,1193.7,1200.83,1213.43,1214.62,1220.91,1491.39,1489.38,1477.23,2.74159,1448.81,1455.35,1460.02,1475.29,1492.18,1495.87,1502.89,1475.34,1479.13,1473.31,3.03884,1442.11,1452.91,1457.29,1471.53,1488.89,1494.76,1502.39,1160.02,1181.42,1148.51,5.86273,1074.19,1099.9,1113.05,1156.09,1169.27,1185.45,1189.73,1159.9,1171.32,1146.48,5.75797,1075.61,1093.98,1114.3,1159.9,1174.11,1180.01,1189.2,1446.08,1461.75,1445.33,3.87352,1390.38,1406.55,1439.96,1449.97,1459.92,1466.15,1470.51,1447.13,1458.43,1441.06,4.46778,1381.79,1391.52,1440.81,1449.24,1458.05,1463.06,1469.74,-9999,-9999
2008,6.395,0.978882,5.247,1.868,0.982423,7.273,2.058,0.976224,6.507,4.996,2.09,7.7,2.272,6.438,0.978882,5.282,1.868,0.982423,7.319,2.055,0.976224,147.964,0.978597,156.0,150.643,0.978597,294.935,0.978882,299.995,294.913,0.978882,296.93,0.978256,300.758,296.298,0.978256,3.883,0.978825,3.618,3.949,0.978825,98.553,98.631,0.994251,664.852,589.043,0.975808,3.484,3.737,0.878017,0.48434481291022247,0.8658356102003644,73.1225435697433,0.9758082877959928,300.0296524759677,0.9730760473588344,139.22294811108037,0.9730760473588344,23.914941929763337,0.9758082877959928,345.03248451355205,0.9758082877959928,389.263,0.990779,9.403,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,11.626,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,32.4552,-9999,-9999,0.184166,27.6724,-9999,-9999,0.222313,-9999,-9999,22.888,24.7404,-249.267,-244.5,0.953267,0.950023,4.93486,4.81904,5.60417,5.56312,-250.13,-249.712,0.955316,0.955316,4.9287,4.92026,5.59875,5.65102,-246.85,-246.923,0.949395,0.946218,0.430622,0.472236,-251.645,-249.691,-248.907,-246.184,-245.178,-244.38,-243.204,-251.463,-249.848,-249.122,-246.766,-245.039,-244.289,-242.324,0.926116,0.952584,0.954178,0.949795,0.942054,0.960781,0.960269,0.860143,0.921163,0.958219,0.956626,0.957935,0.940118,0.960724,2.83786,2.84169,0.635063,0.631197,0.951531,0.9492,0.0128213,0.0126139,0.0238078,0.0275676,-2.91991,-2.90055,3.67531,3.65928,0.95103,0.946746,0.0220279,0.0214787,0.0273363,0.0289834,2.82463,2.8286,0.642097,0.645257,0.950913,0.950913,0.0126167,0.0126519,0.0236983,0.027585,-2.91514,-2.91575,3.67372,3.67453,0.955103,0.955103,0.0220877,0.0220212,0.0273845,0.0293878,2.81034,2.81572,2.82207,2.83042,2.83753,2.85584,2.87516,2.81119,2.82003,2.82393,2.83076,2.84055,2.86906,2.89263,0.968521,0.919221,0.909426,0.946468,0.951092,0.937814,0.908229,0.968197,0.957947,0.959459,0.951642,0.940743,0.908414,0.882159,-2.93567,-2.92149,-2.91711,-2.91042,-2.89887,-2.88911,-2.87928,-2.94015,-2.92932,-2.91743,-2.91023,-2.89915,-2.8904,-2.88683,0.919815,0.950105,0.952416,0.953525,0.957764,0.958741,0.961161,0.900104,0.923126,0.936786,0.95559,0.956852,0.960499,0.958834,1146.89,1168.08,1163.0,3.95308,1133.02,1140.53,1143.25,1152.65,1179.69,1187.66,1196.42,1143.0,1156.84,1159.13,3.63233,1130.88,1139.74,1142.44,1150.93,1176.44,1181.27,1195.27,1407.06,1417.79,1409.93,4.09705,1376.59,1385.81,1390.02,1399.02,1425.22,1435.34,1452.4,1395.66,1406.97,1405.98,3.79699,1375.29,1385.16,1388.8,1398.09,1422.44,1432.65,1441.27,1173.72,1140.93,1154.35,6.73328,1073.5,1126.12,1137.94,1165.98,1175.27,1183.99,1203.14,1179.4,1141.03,1157.18,4.78005,1086.89,1124.82,1137.59,1161.31,1175.05,1182.43,1188.87,1362.42,1359.98,1361.65,3.77368,1302.04,1345.54,1351.68,1360.42,1375.04,1378.48,1404.4,1362.02,1358.99,1361.74,3.3631,1320.67,1338.51,1348.35,1360.42,1373.12,1380.52,1403.08,-9999,-9999
2009,6.249,0.997489,5.051,1.685,1.0,7.184,2.034,0.99589,6.245,4.695,2.016,7.471,2.282,6.269,0.997489,5.051,1.685,1.0,7.216,2.045,0.99589,151.357,0.996005,154.909,152.311,0.996005,297.167,0.821176,296.963,297.142,0.821176,292.584,0.992751,296.632,292.637,0.992751,4.085,0.994406,3.49,4.094,0.994406,98.625,98.687,0.887158,640.046,570.184,0.995833,3.354,3.651,0.944007,0.45704913533520813,0.9335045662100457,80.40248953269378,0.7961757990867581,304.060955613292,0.9930365296803654,135.38504275707837,0.9930365296803654,23.09867361378385,0.7961187214611871,353.6167380679649,0.7961757990867581,389.393,0.998288,8.255,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9.18,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,29.2596,-9999,-9999,0.176434,30.6397,-9999,-9999,0.220565,-9999,-9999,22.8685,25.011,-244.295,-243.598,0.971575,0.971975,4.70117,4.62568,14.5851,12.915,-237.405,-240.224,0.97363,0.974201,4.62409,4.63375,14.5605,12.9179,-245.498,-244.33,0.968362,0.970666,1.83781,1.73968,-270.917,-263.001,-253.433,-241.315,-237.331,-235.388,-234.327,-267.805,-259.316,-248.66,-241.215,-236.844,-235.2,-233.82,0.926027,0.945947,0.958333,0.981336,0.98242,0.98282,0.984304,0.934304,0.956164,0.959989,0.974829,0.973801,0.982877,0.98476,2.6318,2.63136,0.508058,0.508124,0.967002,0.967002,0.0110482,0.0105941,0.0319671,0.0314719,-2.74545,-2.74157,3.47845,3.47888,0.972847,0.973611,0.0215057,0.0212863,0.0688446,0.0553233,2.63118,2.61372,0.525705,0.532214,0.967302,0.967264,0.0107144,0.010799,0.0318532,0.0315414,-2.71583,-2.71916,3.49452,3.50556,0.976476,0.977609,0.0212182,0.0212372,0.0687553,0.0553044,2.57203,2.57545,2.59439,2.60188,2.62983,2.63544,2.64218,2.56805,2.57761,2.58961,2.60113,2.6309,2.63688,2.64467,0.986919,0.978076,0.980612,0.945214,0.962409,0.967693,0.967022,0.978228,0.978228,0.978228,0.945214,0.948531,0.967022,0.967183,-2.84219,-2.81959,-2.77397,-2.72205,-2.6967,-2.68879,-2.668,-2.83841,-2.79056,-2.7698,-2.71632,-2.69464,-2.68843,-2.66899,0.902211,0.951377,0.965452,0.977866,0.983813,0.984369,0.984739,0.934455,0.960604,0.96629,0.976476,0.983813,0.984275,0.984553,1043.62,1084.18,1054.27,3.22927,1027.08,1036.07,1038.28,1046.81,1069.11,1079.58,1090.91,1055.96,1096.27,1057.09,3.29748,1031.55,1036.54,1039.46,1049.19,1069.38,1080.35,1094.2,1294.85,1324.4,1298.6,3.81452,1268.67,1273.45,1280.57,1292.19,1316.7,1324.58,1335.74,1295.05,1333.67,1302.58,4.0761,1266.6,1274.4,1282.2,1297.75,1322.09,1332.39,1338.57,1060.27,1032.31,1042.62,9.84694,933.026,974.428,995.048,1032.3,1074.48,1087.6,1161.16,1029.86,1069.03,1031.23,9.00264,911.253,971.576,998.011,1034.26,1067.5,1080.77,1097.44,1268.17,1278.79,1284.56,6.14542,1230.29,1237.99,1264.68,1273.37,1304.74,1317.12,1359.87,1272.67,1299.75,1276.48,5.43782,1226.19,1231.83,1257.24,1272.99,1302.12,1305.46,1338.42,-9999,-9999
